text,token,emoji,sentiment
"#COVID19 update for Africa, 25 July 2020 @ 9am Eastern Africa Time: 55 AfricanUnion Member States reporting data be… https://t.co/1dkQRiRv5e","#covid19 update for africa, 25 july 2020 @ 9am eastern africa time: 55 africanunion member states reporting data be… ",FALSE,Neutral
"It is finally here, our food show🥳🥳 We have collaborated with Ohrah to bring you Dining with Lukky
Stay Tuned😁… https://t.co/rgER8Nw2Qo","it is finally here, our food show🥳🥳 we have collaborated with ohrah to bring you dining with lukky stay tuned😁… ",TRUE,Neutral
"Organisers of the #DetroitMarathon have announced that the 2020 edition of the race, slated to be held in October,… https://t.co/XZlT1vYbCg","organisers of the #detroitmarathon have announced that the 2020 edition of the race, slated to be held in october,… ",FALSE,Neutral
@kayafm95dot9 @OneboysGranson @SizweDhlomo @akaworldwide Discussing that sparring match 🥊 I hope. With proceeds to… https://t.co/KyKxHIywWP,@kayafm95dot9 @oneboysgranson @sizwedhlomo @akaworldwide discussing that sparring match 🥊 i hope. with proceeds to… ,TRUE,Positive
"Art by @ryanlynndesign  choose your mask or #covid19 will. 
#weareinthistogether #wearamask https://t.co/iQSBVcn0nu",art by @ryanlynndesign  choose your mask or #covid19 will.  #weareinthistogether #wearamask ,FALSE,Neutral
"1203419 people recovered from Corona today. Total Corona virus recoveries: 9487931 
 
 Source: WHO Situation Report… https://t.co/Af0RLs4fXl",1203419 people recovered from corona today. total corona virus recoveries: 9487931     source: who situation report… ,FALSE,Neutral
"As as if he CANNOT process info, as if his degenerated brain cannot decipher what SAFE or UNSAFE means 👀🤔. What’s y… https://t.co/00sOCb0K94","as as if he cannot process info, as if his degenerated brain cannot decipher what safe or unsafe means 👀🤔. what’s y… ",TRUE,Negative
"CAPTION THIS PHOTO IN COMMENTS. Best comment wins an NHE postcard. GO!

#natashahumeraejaz #longhair… https://t.co/TmkvgwmVa2",caption this photo in comments. best comment wins an nhe postcard. go!  #natashahumeraejaz #longhair… ,FALSE,Positive
"Total cases amounted to 15,931,445 increased by 289.028, a rate of 1.85% (1.79% and 1.85% in previous 2 days)

Tota… https://t.co/piEmzVpcfl","total cases amounted to 15,931,445 increased by 289.028, a rate of 1.85% (1.79% and 1.85% in previous 2 days)  tota… ",FALSE,Positive
"#July25

2. Despite #COVID19 #Pakistan had a #trade surplus in FY19-20 with #Italy by $210 million compared to a de… https://t.co/qukdD3dWse",#july25  2. despite #covid19 #pakistan had a #trade surplus in fy19-20 with #italy by $210 million compared to a de… ,FALSE,Neutral
"LIVE | A comprehensive town-wide lockdown has been imposed in WB’s Kalimpong Municipality for seven days, starting… https://t.co/jsKjdOSEB6","live | a comprehensive town-wide lockdown has been imposed in wb’s kalimpong municipality for seven days, starting… ",FALSE,Negative
"🚨 Important note regarding Xavi’s positive #COVID19 test:
https://t.co/jDNzVgCsKQ https://t.co/uaHY29O6vB",🚨 important note regarding xavi’s positive #covid19 test:  ,TRUE,Positive
"#coronavirus #CoronaVirusUpdates  #CoronavirusPandemic #COVID19               
INDIA Report of 24 July 2020
Referen… https://t.co/cvP67wFspc",#coronavirus #coronavirusupdates  #coronaviruspandemic #covid19                india report of 24 july 2020 referen… ,FALSE,Neutral
Spanish #COVID19 cases have gone from 300 average to 1600 average over last 18 days. Anyone know what’s going on there? #spain,spanish #covid19 cases have gone from 300 average to 1600 average over last 18 days. anyone know what’s going on there? #spain,FALSE,Neutral
Feeling very inspired to further my study with a PhD by @a_hodgkins I loved my MA work on compassion and I think th… https://t.co/swgzK39p6G,feeling very inspired to further my study with a phd by @a_hodgkins i loved my ma work on compassion and i think th… ,FALSE,Positive
You can take our freedom. You can stop us seeing friends. You can make us wear masks. But damn you #Covid19 you can… https://t.co/Jn0IMb1SEP,you can take our freedom. you can stop us seeing friends. you can make us wear masks. but damn you #covid19 you can… ,FALSE,Negative
Thanks @nature @naturepodcast for highlighting the impacts of #covid19 on children and young people's mental health… https://t.co/GGCCYHcqbI,thanks @nature @naturepodcast for highlighting the impacts of #covid19 on children and young people's mental health… ,FALSE,Positive
"In a study by Angelo Carfi and colleagues, a high proportion of patients (87.4%) recovered from #COVID19 still repo… https://t.co/QMdyMbdlSv","in a study by angelo carfi and colleagues, a high proportion of patients (87.4%) recovered from #covid19 still repo… ",FALSE,Neutral
"#COVID19 #chinaflu #CoronaVirusSA #kprc2 #TeacherSafetyIsEssential 
In the 19 county Houston area, MSA(8 million pe… https://t.co/ykAJDc6FKq","#covid19 #chinaflu #coronavirussa #kprc2 #teachersafetyisessential  in the 19 county houston area, msa(8 million pe… ",FALSE,Neutral
"•MASKS•👙
.
Simple rules with a little light hearted humour 😆
.
#mask #treatitlike #covid19 #staysafe #sillythings… https://t.co/C4bZFDhQNu",•masks•👙 . simple rules with a little light hearted humour 😆 . #mask #treatitlike #covid19 #staysafe #sillythings… ,TRUE,Positive
"To date, Africa's #COVID19 deaths pass 17,000 mark &amp; cases pass 800,000 for almost 500,000 recoveries. 
As the pand… https://t.co/6MARGUGxar","to date, africa's #covid19 deaths pass 17,000 mark &amp; cases pass 800,000 for almost 500,000 recoveries.  as the pand… ",FALSE,Neutral
"✈️ Learn more about IATA's safety measures here: https://t.co/MyrzDuSADR✈️ @IATA 

#wewillflyagain #Travel #COVID19… https://t.co/2dB6bg9W0F",✈️ learn more about iata's safety measures here:  @iata   #wewillflyagain #travel #covid19… ,TRUE,Positive
"Increase rate yesterday, for countries with most cases:

Country Cases Raise

USA 4248327 1.9%
Brazil 2348200 2.5%… https://t.co/JpaABpnfcL","increase rate yesterday, for countries with most cases:  country cases raise  usa 4248327 1.9% brazil 2348200 2.5%… ",FALSE,Positive
"The #COVID19 pandemic has rendered millions of persons jobless, people saw the increasing opportunities in Courier… https://t.co/DcowzbMA2Y","the #covid19 pandemic has rendered millions of persons jobless, people saw the increasing opportunities in courier… ",FALSE,Positive
COVID-19 Situation in Telangana Needs a Top-Gear Response Now by @ProfGVSMurthy https://t.co/86m9oHgLl6 #COVID19… https://t.co/77ZG1WesYy,covid-19 situation in telangana needs a top-gear response now by @profgvsmurthy  #covid19… ,FALSE,Neutral
The socio economic consequences of #COVID19 for Latin America are devastating. A major setback in the fight against… https://t.co/EtwZFgAlOU,the socio economic consequences of #covid19 for latin america are devastating. a major setback in the fight against… ,FALSE,Negative
"Oklahoma State University plans to lean on data from its 5,100 Wi-Fi access points, as well as card-swipe data and… https://t.co/MZTU42wOWs","oklahoma state university plans to lean on data from its 5,100 wi-fi access points, as well as card-swipe data and… ",FALSE,Positive
"It is worth reading 
#wisdom &amp; #resilience to tackle #COVID19 &amp; #ageism 

https://t.co/mi1FTYFaij

@macesari… https://t.co/2lK1n5jL5f",it is worth reading  #wisdom &amp; #resilience to tackle #covid19 &amp; #ageism     @macesari… ,FALSE,Positive
"""I know, Lord, that our lives are not our own. We are not able to plan our own course."" - Jeremiah 10:23 (NLT)… https://t.co/YTekNsX3qc","""i know, lord, that our lives are not our own. we are not able to plan our own course."" - jeremiah 10:23 (nlt)… ",FALSE,Neutral
"#Bhubaneswar reports 111 new #Covid19 Cases.

#OdishaFightsCorona #OdishaCares #TheNewsInsight #COVIDー19… https://t.co/dYl53tnGkb",#bhubaneswar reports 111 new #covid19 cases.  #odishafightscorona #odishacares #thenewsinsight #covidー19… ,FALSE,Neutral
How is it that you’re only allowed 30 family members/people at a wedding? But 82 strangers (at the time of the twee… https://t.co/AWpT61jevJ,how is it that you’re only allowed 30 family members/people at a wedding? but 82 strangers (at the time of the twee… ,FALSE,Neutral
Who predicted the rain would return once cricket was back on the schedule.... mother cricket and mother nature must… https://t.co/NAOBwIlp4i,who predicted the rain would return once cricket was back on the schedule.... mother cricket and mother nature must… ,FALSE,Neutral
"Irish columnist and author John Waters on mandatory #COVID19 masks: ""They need visible evidence of terror. These ar… https://t.co/y2CwJupBhK","irish columnist and author john waters on mandatory #covid19 masks: ""they need visible evidence of terror. these ar… ",FALSE,Negative
Years of underfunding has created this problem and #COVID19 has made it worse but highlighted the issue too. https://t.co/6kpMo1iAWH,years of underfunding has created this problem and #covid19 has made it worse but highlighted the issue too. ,FALSE,Negative
"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/v3F7HL92CG","help slow the spread of #covid19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… ",FALSE,Negative
"Johnson spouting damage limitation nonsense. #COVID19 was all over UK TV, facebook, Twitter - experts galore. Ordin… https://t.co/I7tGcLjdvO","johnson spouting damage limitation nonsense. #covid19 was all over uk tv, facebook, twitter - experts galore. ordin… ",FALSE,Negative
"If the situation happening in #SierraLeone was like a series movie, what name would be best?
A #COVID19 PCR for thi… https://t.co/7gGLiyApQW","if the situation happening in #sierraleone was like a series movie, what name would be best? a #covid19 pcr for thi… ",FALSE,Positive
"The best garri and smoked catfish you've ever had. 

We had your health, your eating pleasure and enjoyment in mind… https://t.co/N63TQJWsuW","the best garri and smoked catfish you've ever had.   we had your health, your eating pleasure and enjoyment in mind… ",FALSE,Positive
"This aged well @NFL for thos who don't know, he opted out of his contract to remain on the frontline at his medical… https://t.co/l9RPGvEvzg","this aged well @nfl for thos who don't know, he opted out of his contract to remain on the frontline at his medical… ",FALSE,Positive
US District Court Judge in Los Angeles has rejected the USD 1.5 million bail application of Pakistani origin Canadi… https://t.co/xXPUOMYbvP,us district court judge in los angeles has rejected the usd 1.5 million bail application of pakistani origin canadi… ,FALSE,Negative
"Have you seen? @DoctorKarl has joined the call to #EndCOVIDForAll, encouraging our government to support those most… https://t.co/wqlpZOzcDG","have you seen? @doctorkarl has joined the call to #endcovidforall, encouraging our government to support those most… ",FALSE,Positive
Check out @hilary25’s recent interview on Hilary Topper on Air with @PegalisLawGroup’s Robert Fallarino. Learn your… https://t.co/LQEgCR72gU,check out @hilary25’s recent interview on hilary topper on air with @pegalislawgroup’s robert fallarino. learn your… ,FALSE,Neutral
"Wildlife important for zoonotic diseases, experts say. ""A lot of pepl are not aware of the link btwn exposure to wi… https://t.co/uyngyi7nbb","wildlife important for zoonotic diseases, experts say. ""a lot of pepl are not aware of the link btwn exposure to wi… ",FALSE,Positive
"Major school investment announcement imminent ahead of September re-openings, says CPSMA https://t.co/61cE9s3Mkd… https://t.co/tDpEjKN9nQ","major school investment announcement imminent ahead of september re-openings, says cpsma  ",FALSE,Neutral
"With all this death around, I’ve found myself using isiXhosa word ‘usandulele’, has gone ahead of us (used for deat… https://t.co/DgS1GN2vea","with all this death around, i’ve found myself using isixhosa word ‘usandulele’, has gone ahead of us (used for deat… ",FALSE,Negative
"We are LIVE now, the bright minds are ready to provide tech solutions to the problems given to them. Ready, steady,… https://t.co/ICHDPH84m7","we are live now, the bright minds are ready to provide tech solutions to the problems given to them. ready, steady,… ",FALSE,Negative
"#COVID19: Details of 111 new positive cases reported from #Bhubaneswar (BMC area)

Further contact tracing is still… https://t.co/3mRpxck9jx",#covid19: details of 111 new positive cases reported from #bhubaneswar (bmc area)  further contact tracing is still… ,FALSE,Positive
